Season,teamID,team_W,team_L,team_G,team_W-Lpct,team_Pace,team_Ortg,team_Drtg,team_FTr,team_3PAr,team_TSpct,team_TRBpct,team_ASTpct,team_STLpct,team_BLKpct,team_eFGpct,team_TOVpct,team_ORBpct,teamFTperFG,oppo_Pace,oppo_Ortg,oppo_Drtg,oppo_FTr,oppo_3PAr,oppo_TSpct,oppo_TRBpct,oppo_ASTpct,oppo_STLpct,oppo_BLKpct,oppo_eFGpct,oppo_TOVpct,oppo_ORBpct,oppoFTperFG
2003,1104,17,11,28,0.6071428571428571,66.10142857142857,1.0452764790246512,0.9897564437012452,0.3660212367270456,0.3472829481574016,0.5218308192205892,0.5279034690799397,0.5044127190450893,0.10009739205713668,0.10412573673870335,0.4759525296689569,0.2012769180824586,0.3747534516765286,0.2598376014990631,66.00714285714285,0.9897564437012452,1.0452764790246512,0.3088803088803089,0.34491634491634493,0.5155223204169499,0.4720965309200603,0.5002633544354215,0.08374575868254414,0.08516746411483253,0.47619047619047616,0.20963454431501372,0.3128205128205128,0.2187902187902188
2003,1272,23,6,29,0.7931034482758621,69.79862068965518,1.0670670609522481,0.9441499538801091,0.3816091954022989,0.33448275862068966,0.5317002598220613,0.5270086246028144,0.6289437165980705,0.1058651258508786,0.12816041848299914,0.49626436781609196,0.19787873990818428,0.37362637362637363,0.24942528735632183,69.70482758620689,0.9441499538801091,1.0670670609522481,0.35816448152562574,0.31644815256257447,0.49139226951669035,0.47299137539718566,0.5776429201212306,0.10424077148051536,0.07944732297063903,0.4532181168057211,0.2158920243459015,0.32223222322232226,0.23122765196662692
2003,1266,23,5,28,0.8214285714285714,67.10142857142857,1.1668317034042743,1.005917559194619,0.41968253968253966,0.27111111111111114,0.5882069202075205,0.5433194154488518,0.5988272489464409,0.0896554668488238,0.09541627689429373,0.5352380952380953,0.2027921273961491,0.4137542277339346,0.32317460317460317,66.92285714285714,1.005917559194619,1.1668317034042743,0.3262325015216068,0.3493609251369446,0.5043005258563795,0.45668058455114824,0.5431406513036295,0.09633603712929255,0.06010452961672474,0.46317711503347536,0.18628515466990272,0.34499514091350825,0.22702373706634205
2003,1296,17,14,31,0.5483870967741935,66.91483870967743,1.0418769216553274,1.0454120031338308,0.4218844984802432,0.30942249240121583,0.55323119834287,0.5325301204819277,0.5260926806972472,0.11415745989977363,0.10810810810810811,0.5182370820668692,0.2549194125727996,0.39278752436647174,0.2753799392097264,66.68774193548386,1.0454120031338308,1.0418769216553274,0.42426071213035604,0.3747736873868437,0.5502664876520608,0.4674698795180723,0.5640574903655261,0.1320889334541738,0.08362676056338028,0.5033192516596259,0.21597022696156887,0.330791229742612,0.2993361496680748
2003,1400,22,6,28,0.7857142857142857,70.1442857142857,1.123442760335232,0.9863197161352337,0.38100686498855835,0.26887871853546913,0.540900717281386,0.5478502080443828,0.5202837925109958,0.09169330382755511,0.09278350515463918,0.4954233409610984,0.1926071633472666,0.4237605238540692,0.2723112128146453,69.72,0.9863197161352337,1.123442760335232,0.35524728588661036,0.29794933655006034,0.5015230862317177,0.4521497919556172,0.44746353024853786,0.09928514694201748,0.06885758998435054,0.4629071170084439,0.20213437608195356,0.33089579524680074,0.23401688781664656
2003,1458,22,7,29,0.7586206896551724,62.66068965517242,1.1288808480847659,0.932623886225766,0.36084452975047987,0.32245681381957775,0.5662117096225623,0.5236263736263737,0.5371994245487702,0.1107431854564593,0.07714016933207903,0.5223928342930262,0.16721124536742615,0.32219827586206895,0.2674344209852847,62.89793103448276,0.932623886225766,1.1288808480847659,0.2446524064171123,0.2894385026737968,0.5135663592912664,0.47637362637362635,0.500156006378116,0.07429175196460411,0.07271010387157696,0.47961229946524064,0.22287525589381232,0.26681614349775784,0.178475935828877
2003,1161,17,13,30,0.5666666666666667,68.11066666666667,1.0856063173181032,1.080348052178248,0.4657709532949456,0.2220089571337172,0.5893847036085211,0.5244897959183673,0.5772015669410783,0.07898114325204858,0.10291734197730956,0.5470249520153551,0.23891795833744695,0.36160714285714285,0.32629558541266795,67.52666666666667,1.080348052178248,1.0856063173181032,0.388631090487239,0.2842227378190255,0.5399247077471766,0.47551020408163264,0.5158913109066989,0.1326272928371474,0.0756578947368421,0.49854988399071926,0.17960965487539884,0.3383458646616541,0.26740139211136893
2003,1186,17,12,29,0.5862068965517241,69.34620689655172,1.011364202248921,0.9590337840083856,0.4653198653198653,0.2606060606060606,0.5670639001922819,0.5010718113612004,0.6123128321251401,0.11094748154192123,0.0729455216989843,0.5124579124579125,0.24577603534398695,0.3042505592841163,0.3414141414141414,69.30896551724138,0.9590337840083856,1.011364202248921,0.42875731945348083,0.29538061158100193,0.5260104216841092,0.49892818863879956,0.4774329353965193,0.12033574667833559,0.06557377049180328,0.47983083929733245,0.24464953456917815,0.31790123456790126,0.29082628497072216
2003,1194,6,21,27,0.2222222222222222,74.39555555555555,0.9287790732811716,1.0457904765651356,0.2874493927125506,0.3019086176980914,0.4787747473917687,0.4738641914997557,0.4817048884051485,0.12256863843752504,0.09188660801564028,0.4433198380566802,0.2246257904426479,0.3442768411712511,0.1920185078079815,74.03259259259258,1.0457904765651356,0.9287790732811716,0.5200803212851406,0.3152610441767068,0.5694816654683312,0.5261358085002442,0.5942592117553809,0.11002250233984508,0.11433305716652858,0.5097054886211513,0.24941752792878907,0.3673913043478261,0.38018741633199465
2003,1166,29,4,33,0.8787878787878788,68.75272727272727,1.1497939275412328,0.9389290319529888,0.34862869198312235,0.35654008438818563,0.5978946790803168,0.512306289881495,0.5792072020084298,0.12221810416335749,0.1085672082717873,0.5688291139240507,0.19457828135754748,0.337406015037594,0.24156118143459915,68.68000000000002,0.9389290319529888,1.1497939275412328,0.3017524644030668,0.25848849945235486,0.5131886832588811,0.487693710118505,0.5212259681310404,0.09211755787098252,0.06967213114754098,0.47562979189485216,0.248144426226618,0.3230088495575221,0.21139101861993428
